 1521 977 4124 9920 175 8900 6586 9928 7816 5707 5474 6167 9910 329 5793 4416 7117 5882 633 175 8900 2002 5359 464 8900 6055 6586 4503 9106 8897 4015 5372 9025 6055 9625 8036 646 4703 5793 5826 4713 1521 912 8897 5758 1014 7427 9944 7110 4844 7644 4713 429 934 9944 9601 9025 8751 175 8900 5874 4343 2002 7904 9944 2730 7427 9699 5474 1437 5276 8939 6586 464 2800 8931 4713 4104 9745 5264 9025 2769 9814 8900 8922 7449 8905 6205 916 464 8922 7449 8907 9658 2675 8889 8897 6135 3789 2002 1706 388 5144 6100 5515 7449 5872 1074 5872 6029 5872 9958 8900 2002 8922 5357 8916 4703 5990 8900 1010 1437 7769 5793 4416 4503 3156 9681 5952 9025 1455 6742 6006 916 8168 8897 1521 8900 7582 2002 691 4280 253 459 2989 8946 8215 4658 7724 593 3909 5219 629 9728 9661 1217 6007 8900 9587 464 8123 7798 8192 1521 9565 9025 9193 6145 8900 2837 5225	5
 1010 5898 9025 3823 9025 6729 592 5695 464 9204 8922 6011 51 2509 9723 9944 3768 8078 6006 1353 6145 6006 8900 26 8897 8922 6011 464 6055 9745 1210 6006 8900 4355 9788 2945 1353 8076 4703 6853 8900 8027 6006 5474 9948 4045 9814 9948 3425 4447 9944 7110 6479 3791 8922 8912 2445 2945 8076 4659 6441 3547 7852 9661 9703 6053 5694 5894 311 156 464 6107 1212 6006 9788 8900 6109 6006 8900 1353 9728 9704 8078 3547 8944 8897 1521 2263 464 1232 6006 6044 8900 9087 1511 6145 9025 175 123 8897 5198 6167 30 6461 9009 770 6643 8922 4123 2079 9411 6308 3161 9625 4844 3307 9438 5872 4015 3389 954 464 8922 5330 5793 3219 8916 7025 5536 2549 7165 9944 2032 4503 7222 4447 4713 3547 8905 51 2509 6053 5693 6100 5938 8922 9438 3857 3909 3536 464 9771 912 788	5
 9703 4196 9058 9814 8900 6232 464 4416 8939 6586 4703 8900 9745 4797 909 4797 3312 3927 6208 9661 7641 8897 4713 9625 8900 4217 7089 4196 6053 9919 3547 7364 4503 3783 6291 5547 592 750 5838 8900 2265 9723 9944 6106 9948 5484 9661 8420 9814 8900 4396 6044 548 5688 464 7850 8900 585 1816 9814 5443 8697 6735 2457 4015 8204 8441 7596 9814 4331 8897 9625 9479 8800 4416 4015 8900 7572 1130 9814 747 8791 3161 464 388 8900 3536 9625 2562 8916 9704 414 9479 4646 464 9320 949 464 9788 6014 8916 4703 459 3129 845 8897 7765 9431 2003 646 9699 646 8204 8697 8555 8916 4703 8474 5198 5421 4503 8900 788 7764 5219 6043 6026 3644 7001 2352 6043 6026 5608 646 9699 646 6342 6962 9423 464 6135 4718 4220 7165 9169 9025 5126 5421 3547 3618 4280 2201 5484	5
 5790 912 8339 464 7126 8897 8939 4703 5938 1036 3945 8499 8855 9025 8931 8900 8499 4703 3842 6586 4503 6552 3547 655 4582 5725 1846 464 9498 6869 3547 8944 5248 3547 4750 6869 5594 4123 9025 3823 3042 4503 6552 4713 4703 3909 4312 9814 5219 8651 8939 8499 1521 4497	3
 5929 5276 8939 8499 4123 947 5532 3547 2518 1437 9625 9479 2717 9814 8900 9825 9742 4182 9385 5028 7619 4503 9826 1974 7860 4104 4323 2443 7798 8047 9045 9385 8897 7989 8916 9705 512 5184 6053 8900 9669 388 7240 9704 8192 6145 6006 9164 6053 2496 6843 691 8905 8499 9944 5487 9025 8843 5482 8897 9948 5225 8192 10 5931 3263 9826 4503 117 4354 9721 4713 149 2553 6161 8939 9625 311 7860 9045 9385 8922 4844 7883 388 8905 9797 8555 9025 2593 8900 6819 2493 5872 6012 9025 1497 8900 6135 8499 658 8907 9025 4266 4726 3547 5482 4619 7860 1924 388 7240 9704 8192 6145 6006 8900 1080 4727 8900 9669 6061 7931 1132 8374 7177 3228 8897 8900 9669 4017 7935 1080 4673 6053 8900 7582 2493 9164 6053 8900 1987 691 8905 8499 216 9025 4190 4713 7920 4123 7935 9355 6053 8900 9669 4673 7860 8474 1924 388 8500 9704 8192 6145 5872 5617 1217 4713 6060 3644 6055 6006 9948 2071 464 4713 9625 1766 9061	2
 3437 6007 5330 7340 464 623 9025 912 7723 5883 9025 8900 3253 4343 7497 9479 9279 5938 9025 5542 4713 9625 2553 6161 8897 2493 659 9025 912 7723 3042 1437 8900 4340 3192 9625 8897 8939 9625 388 8897 9625 750 2912 9025 7341 9699 5330 7340 1437 7860 4844 5330 491 3192 8897 9661 5847 9025 912 5020 6328 9025 8015 3042 3739 4713 9234 8418 6061 934 5793 3302 5152 8905 909 2800	2
 5759 8732 3297 1968 9025 8418 753 8900 6824 592 9479 3842 464 8900 8388 9625 9479 3635 5115 5482 8419 9814 8204 6719 8900 7575 9625 3618 464 8800 646 4503 8921 9704 9745 9050 5637 329 9449 6053 8900 8733 9704 414 3618 464 2367 4015 3439 8732 1594 8732 9087 175 123 8900 3439 9625 2520 1437 8900 1594 9625 6814 6180 8900 4925 8388 8754 9025 2443 464 3580 6145 8897 8922 5357 9388 6006 8900 9844 4196 8897 7427 6036 7671 3547 1014 6100 9861 5016	3
 9699 5906 9858 3547 8900 2179 797 7798 772 6824 753 4673 464 4844 6168 797 3219 934 8900 8499 1969 3553 8939 9684 4123 5872 1578 3547 8900 6586 8168 2549 9828 5645 4713 4365 4447 9948 5248 3547 8204 2520 3031 3744 691 134 149 6007 8912 8939 4703 9948 9684 9025 3823 2966 2873 464 912 5553 5793 3636	1
 9661 3414 9526 8900 5874 7363 9913 311 8900 7413 3429 4713 4703 7025 429 4363 7981 8900 5874 7413 5250 464 3356 5149 8900 3569 5007 7363 8905 7798 4703 3909 9661 6107 6580 464 7565 7920 4123 4950 1014 9025 6106 6580 3644 5874 5576 8564 7363 7450 9049 7621 9814 5874 5576 7627 464 5752 4713 1334 788 5538 6006 2193 9814 5793 6287 9726 6100 9625 8900 1014 1537 9049 7621	3
 691 5105 9169 9025 3547 6142 3636 9672 7816 9913 788 5086 9385 9025 2783 464 8900 6006 491 9237 6006 4279 8900 6441 9319 6006 464 9176 3655 6142 3636 592 8474 9040 3019 9913 5034 1437 4363 5793 4343 2787 4123 3547 8900 6006 5198 6554 464 832 7262 3644 5793 5243 5263 5276 4123 3644 8900 4343 2783 2051 3179 3547 8829 934 4713 429 464 9713 4078 4503 8847 8439 4503 8847 9349 5874 928 623 5469 2783 4503 7912 4704 9967 9967 9967 9438 3857 5469 2783 4503 5793 9205 9164 8900 8697 8318 2783 3335 464 8900 5048 2783 5561 464 8900 4355 5330 3637 3161 9625 2572 464 5207 912 788 9025 9193 8900 7361 8900 7363 4703 2446 1939 6928 2763 4914 6006 9234 4238 9486 9814 3374 8730 4601 464 2783 3635 6363 8830 4713 3687 464 4713 306 3823 338 9193 4713 9944 4844 5594 3294 4503 5276	5
