4 151 601 4 545 4272 55 1 25 405 366 708 287 110 3 446 508 14 360 675 3 4076 6257 55 1 9248 247 4077 2 1 45 25 11 298 12 24 2021 5 45 4 7 3729 32 8 14 3730 9 151 31 12 94 116 125 195 40 753 38 176 79 16 131 5 807 55 1 138 201 247 380 16 1750 125 80 287 15 4 77 17 25 2 4 67 103 9 73 3 340 180 5 85 13 1 9248 18 1876 47 374 488 2 18 1876 84 118 5694 83 12 78 5695 247 721 37 3 484 44 1012 1876 111 3316 111 3317 111 7905 1 247 18 108 33 8 1200 1 90 15 4 1679 14 360 11 168 398 139 5 491 3 2874 6 488 28 12 4 61 1 268 247 26 205 550 59 6927 173 619 4540 513 178 35 370 937 62 21 855 122 1 772 2 7906 1566 151 161 5 97 41 1 631 182	5
90 999 5 50 5 3448 23 4273 2 3449 18 474 458 1177 186 16 46 248 1013 6 1061 41 6 1 604 12 18 474 2 45 340 733 6 1 286 216 261 1061 972 8 262 1 511 6 287 60 694 13 60 2142 39 195 3 3888 658 18 117 599 261 972 175 9249 280 10 123 19 3 1258 119 95 3073 2 99 169 1387 6 216 1 169 850 6 1 1061 62 29 722 1013 10 245 12 151 1944 2 3 528 6 1417 1 891 133 41 5 55 3 74 110 7907 649 237 485 18 20 6258 1503 320 170 7 40 363 92 111 24 2143 146 2 18 132 14 152 33 256 2361 4 155 231 16 134 11 2238 39 38 10 47 458 1177 19 44 22 1145 88 35 30 2 4 70 31 65	5
123 43 1339 13 1 4274 2 360 17 25 8 1 340 1340 1775 766 787 21 487 12 9 7 1 4839 3588 43 19 493 10 339 11 1985 1076 1295 23 670 614 1 594 186 16 107 60 184 21 415 13 1 964 1417 518 676 2 4 808 1 5696 96 13 1296 209 546 1433 24 56 392 202 13 2875 12 7 42 211 360 24 1 788 3318 13 6259 4 372 170 2 37 1 30 7 135 33 29 69 42 726 2 623 208 2 216 1814 33 8 59 1548 113 12 3319 1268 6260 32 80 32 56 209 388 33 8 142 3 74 683 11 1 65 2303 370 1112 814 48 3731 3074 1112 814 1103 32 80 32 645 2362 1159 2 78 490 231 3 565 5 4275 683 10 3 145 7908 184	5
4 395 31 2773 2 1297 12 17 8 22 3 200 1021 206 4 1776 5 103 1 206 8 3 27 25 11 3 4276 10 749 555 960 548 2 1088 1062 10 245 220 10 1220 1062 394 20 5 50 1524 11 3 4276 9 8 35 1640 13 370 1259 17 206 61 2876	3
1030 77 17 206 20 63 3 2022 10 6928 15 7 42 437 13 1 1309 121 1052 87 190 505 11 2774 1269 93 73 898 390 58 3075 292 87 12 153 33 715 137 2239 19 1 1237 37 29 1566 41 6 3 254 234 19 169 556 1701 26 47 206 16 624 5 411 36 12 60 182 1566 312 965 873 2774 11 7909 379 54 38 3076 3320 294 17 7 95 1848 292 87 1945 40 7910 37 47 2023 388 5 5228 1 1168 157 111 673 5 438 1 78 206 309 84 5 1388 3 5229 10 36 464 93 3321 37 29 1566 41 6 1 700 9250 2240 1 1237 68 1160 797 4277 330 4 1525 12 1 1237 1549 3450 700 3889 19 1 268 157 254 234 19 1 4278 26 47 206 3589 5 158 9 221 20 3450 49 19 1 1237 3889 93 142 3321 37 801 29 1566 41 111 506 4 855 9 1221 48 45 6 60 5697 2 9 7 1178 75	2
109 122 132 3 1451 2 524 5 31 572 177 5 1 573 201 4078 42 1662 22 5 961 9 7 7912 3320 294 12 157 4 242 5 31 572 1524 15 1 3077 1777 7 12 17 7 37 12 7 670 899 5 1680 80 4 132 1451 15 93 40 132 196 1777 12 21 481 5 31 3 1418 534 5 406 1524 4 431 9 129 217 68 79 14 327 1702 47 67	2
5647 687 2976 1222 5 1146 1 193 23 42 27 2 1 112 7 42 36 494 13 56 6929 1 423 7 145 2 211 32 11 249 29 340 874 199 215 508 773 19 1 383 29 69 145 2 24 3 384 687 3 2877 55 4279 1 384 7 336 15 1 2877 7 89 4 4079 1 460 112 861 5 3 390 2 252 41 12 18 108 391 6 1 2592 941 43 210 125 238 677 10 116 44 1238 4541	3
4542 10 1 2878 181 40 419 181 1 206 3732 1341 17 618 4 20 111 4280 10 1 4 155 351 727 9 299 39 60 220 10 56 336 4840 3322 26 17 8 60 618 5 50 149 203 2 31 5698 14 223	1
21 424 1041 1 138 98 197 604 235 95 1 6261 1466 9 8 256 176 124 1223 1 138 6261 519 2 1401 34 1 2113 6262 98 47 58 8 35 21 99 3 130 2 136 4 221 20 1201 116 5 107 3 130 48 3 138 1909 428 98 906 661 143 13 138 1909 693 2 1282 9 461 65 3323 6 2775 13 14 4080 9251 1310 44 7 1 116 2679 661 143	3
26 4543 3 565 5 10 53 223 1641 366 235 65 2593 87 5 509 2 1 6 196 551 6 2532 1 280 5699 6 2 6930 867 53 223 23 142 754 3591 235 529 15 124 14 201 856 20 10 1 6 3 74 1618 2 1434 48 14 222 1053 77 4 20 48 1 201 509 1910 875 10 5700 79 38 176 2 64 1946 11 549 4281 11 549 443 3 138 7913 524 4841 626 7914 462 462 462 92 88 4841 509 11 14 3890 4 234 1 209 328 509 194 2 1 5230 509 2304 2 1 286 132 226 170 7 1342 2 300 31 65 5 97 1 712 1 98 8 3 579 241 264 6 3 129 4842 932 13 3 126 371 313 2 3 7915 323 38 2680 2 38 1681 50 1089 97 9 16 40 394 1592 11 77	5
