,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.914555501482539,2.48684070837883,2.7960098770251385,3.9084246144853596,2.576798580162655,4.6822884619041165,2.0182541397386964,3.538891766599138,3.4030652355917406,2.940505610560705,1.8634239146653568,3.463642496083812,4.506404654802436,3.7440162692955905,3.178728287544151,4.718474732025863,4.095993937541784,4.133394052584908,5.703665206287135,3.7999992784782535,0
2,3.6053332952669113,3.0720295357947,4.174746156967654,3.009897100517761,2.549166586634727,3.703785696091261,2.083449043667735,1.9242913459607975,4.036200278523221,3.482330300697536,1.2626185623855841,2.305559102612979,1.302199491146654,2.1954503819972326,0.7170337800198221,3.8145081049975653,1.6657335891390042,2.0067999474282496,3.868232874427724,2.9893058792098994,0
4,2.6545008364535065,4.337742563764557,5.698565656610373,3.5136076111596797,5.049298248868283,7.87890973112572,3.609927400312956,2.850896103472964,6.154773841958872,4.17700742280047,5.95377484507368,2.9818769207496163,7.013611114193262,5.543988912518451,2.591783381668997,2.8279671954870618,3.6329310214398394,4.748130269485754,6.513428048595014,4.519716673504201,0
6,2.182430002213317,2.9707099153463927,2.080266104819166,2.5392150280831083,3.8511371307075293,4.690902498085235,2.9817728773775043,4.355919146557563,3.502072151029864,3.1693008447524047,2.602768094282275,3.168425578800252,4.813134578329882,2.497342210198003,3.104116046883694,4.455935349386511,4.51666208688188,4.497883612708633,4.525166181323005,3.4151995813828915,0
8,5.397315976342787,5.89110512073569,6.692787596019715,5.321450933777552,7.538399062930191,4.848633193363117,3.75804079925777,4.327799278057174,6.274221294784054,5.330346495132796,7.267229794628064,3.80912690777214,7.205759604949617,7.2521670520201615,4.49533936330244,3.60621448751421,5.551067864158226,4.17083681946876,4.423901244137468,5.291100059059367,0
9,3.3905361522732833,3.081708874822464,5.531814924498759,3.4012353285338435,3.4276068493598273,5.237005362847031,4.1244723488879025,2.564233687887416,4.865626584938756,4.510436602080475,2.840511074515354,4.0492751111208705,4.416033975040907,3.15883378184812,1.8946392460162396,2.984081912230237,1.1070160592045095,4.0554115831161734,3.624248860379775,4.9597979554296785,0
10,1.95445937504827,2.2249416384596956,1.764193385440107,3.275597366236682,-0.2648004828373627,0.8495096934007937,-0.23303138857260164,1.147398936787626,2.8286070730982686,0.7535553404176965,2.091370835924302,3.1861388685804153,2.0667178011138754,1.1959555518113314,0.6189701832654992,0.6108100942642152,0.3518266388425504,0.1712925038581583,2.2753680503904414,1.1802082818729878,0
11,2.8704610894072484,4.379796013802668,3.6265353020666904,4.32670710667993,5.150887577115515,3.9386497674371768,4.8327495476013915,6.459311953533404,2.608366843657208,5.606046169220558,5.141955585603764,4.391995202640624,3.8157275187880986,5.038968097814903,7.339062065606051,3.230717305348225,5.897907593168098,3.9872680736812933,3.2599403973848338,6.950572204893917,0
12,-0.9650296736304522,-1.8406155718710129,-0.9927415935799444,-0.10141176713221478,0.13451357834373856,-1.9638936997276812,-0.7390530511958184,0.575325547567892,0.007755398553913162,-1.7333568762006082,-0.8187101435127611,-0.2554766277698777,-0.7865003016614285,-1.6653100610592637,-0.24402100498163248,-1.7414768071598496,-0.9264895096271037,-1.4531520387896761,-1.2294992276773842,1.9646222539635037,0
13,-0.28283125806635123,2.82941587190602,3.107439781110437,0.18334020817374674,1.409332936685431,1.3056745240371503,3.37401337630526,1.6084125921558738,0.14578097184033,1.482599479516007,1.6961714869267241,0.37906812611011564,1.201758002407037,2.4787244641229287,-0.5634213029996777,2.426301312865064,0.5103142424786578,0.08634109203425999,-0.19083165440044159,-1.8905353647267251,0
14,2.500975906730258,1.1859747048519245,-1.547012113754238,0.995025165630149,-0.19940352698109187,0.5914517986513623,-1.6834714746977721,-0.5146878922057256,2.398149731078235,-0.9489967495247682,0.8841015935566219,1.82153765204586,1.3811927213683775,-1.6217630680901571,3.764814800205667,0.46215117314878973,2.401647741848261,0.31398118182010437,0.9596802613994304,-0.028469104829992542,0
